"BrainRegion","RValue","RSquared","PValue","AdjustedRSquared","DeltaAdjRSquared"
"brainmeasures_Cortex_CortexVol",-4304.01895247105,0.32186173762422,0.0813732891561467,0.317751808761337,0.290500700728688
